"strokeNumber","time","x","y"
"6","5851","112","12.04"
"6","5868","112","11.04"
"6","5869","112","11.04"
"6","5884","112","12.04"
"6","5899","112","14.04"
"7","5961","112","12.04"
"8","5982","112","12.04"
"8","5983","117","18.04"
"8","5996","116","19.04"
"8","6010","115","22.04"
"8","6026","115","24.04"
"8","6042","115","26.04"
"9","6197","138","18.04"
"9","6198","138","18.04"
"9","6199","138","18.04"
"9","6215","138","17.04"
"9","6229","138","15.04"
"9","6244","135","14.04"
"9","6259","132","14.04"
"9","6275","129","14.04"
"9","6289","128","16.04"
"9","6304","128","19.04"
"9","6327","130","22.04"
"9","6340","133","24.04"
"9","6357","135","25.04"
"9","6371","136","27.04"
"9","6387","136","30.04"
"9","6400","136","32.04"
"9","6416","132","33.04"
"9","6431","127","33.04"
"9","6446","122","33.04"
"9","6461","120","33.04"
"10","6570","159","27.04"
"10","6591","159","27.04"
"10","6605","161","23.04"
"10","6619","161","21.04"
"10","6634","161","20.04"
"10","6648","160","20.04"
"10","6664","159","20.04"
"10","6701","155","20.04"
"10","6716","152","24.04"
"10","6730","151","27.04"
"10","6747","151","30.04"
"10","6760","151","31.04"
"10","6777","153","31.04"
"10","6791","156","31.04"
"10","6807","162","30.04"
"10","6821","166","29.04"
"10","6837","168","28.04"
"10","6858","170","27.04"
"10","6889","175","29.04"
"10","6905","178","30.04"
"10","6919","179","30.04"
"10","6933","181","29.04"
"10","6941","182","27.04"
"11","7227","204","17.04"
"11","7227","204","16.04"
"11","7248","210","15.04"
"11","7262","215","15.04"
"11","7278","219","17.04"
"11","7295","220","18.04"
"11","7308","220","20.04"
"11","7323","217","21.04"
"11","7338","212","22.04"
"11","7352","206","22.04"
"11","7369","202","22.04"
"11","7385","200","20.04"
"11","7391","199","19.04"
"11","7399","199","19.04"
"11","7414","199","18.04"
"11","7437","199","19.04"
"11","7450","199","22.04"
"11","7466","199","25.04"
"11","7481","199","29.04"
"11","7497","199","31.04"
"11","7510","199","32.04"
"11","7527","199","32.04"
"11","7533","199","32.04"
"12","7634","220","25.04"
"12","7638","222","25.04"
"12","7652","225","25.04"
"12","7669","230","25.04"
"12","7682","233","23.04"
"12","7698","234","21.04"
"12","7712","234","20.04"
"12","7728","233","19.04"
"12","7744","230","19.04"
"12","7759","225","18.04"
"12","7780","221","18.04"
"12","7810","221","22.04"
"12","7826","221","25.04"
"12","7833","221","27.04"
"12","7841","221","28.04"
"12","7856","221","29.04"
"12","7871","222","30.04"
"12","7879","223","31.04"
"13","8117","238","19.04"
"13","8118","238","19.04"
"13","8132","250","23.04"
"13","8148","252","24.04"
"13","8183","255","27.04"
"13","8186","255","29.04"
"13","8200","255","30.04"
"13","8216","255","30.04"
"13","8231","253","31.04"
"14","8367","260","17.04"
"14","8384","260","17.04"
"14","8388","275","14.04"
"14","8402","276","15.04"
"14","8419","277","16.04"
"14","8432","277","19.04"
"14","8448","276","22.04"
"14","8462","273","25.04"
"14","8479","271","27.04"
"14","8493","268","29.04"
"14","8509","267","31.04"
"14","8517","267","32.04"
"15","8559","270","32.04"
"15","8577","271","32.04"
"15","8590","271","34.04"
"15","8607","271","35.04"
"15","8621","272","36.04"
"15","8636","272","36.04"
"15","8643","272","36.04"
