"strokeNumber","time","x","y"
"8","9823","212","21.04"
"8","9839","212","20.04"
"8","9852","212","20.04"
"8","9868","213","22.04"
"8","9883","216","26.04"
"8","9899","219","30.04"
"8","9921","220","34.04"
"8","9943","221","36.04"
"9","10056","248","17.04"
"9","10070","246","16.04"
"9","10086","243","15.04"
"9","10101","240","18.04"
"9","10117","236","24.04"
"9","10138","234","31.04"
"9","10152","235","33.04"
"9","10169","239","33.04"
"9","10182","244","31.04"
"9","10199","247","28.04"
"9","10213","247","26.04"
"9","10229","248","26.04"
"10","10336","265","17.04"
"10","10340","261","17.04"
"10","10356","257","16.04"
"10","10370","255","16.04"
"10","10386","255","18.04"
"10","10401","255","22.04"
"10","10417","258","25.04"
"10","10431","261","27.04"
"10","10447","262","28.04"
"10","10461","262","28.04"
"10","10476","262","28.04"
"10","10499","262","28.04"
"10","10513","263","28.04"
"10","10528","265","27.04"
"10","10542","268","25.04"
"10","10559","271","22.04"
"10","10572","275","20.04"
"10","10589","277","19.04"
"10","10602","277","19.04"
"10","10618","277","19.04"
"10","10633","276","19.04"
"10","10649","272","18.04"
"10","10671","265","17.04"
"10","10701","262","21.04"
"10","10717","262","24.04"
"10","10731","264","27.04"
"10","10747","267","28.04"
"10","10761","269","28.04"
"10","10776","271","28.04"
"10","10791","274","27.04"
"10","10807","277","25.04"
"11","11170","301","16.04"
"11","11171","301","16.04"
"11","11180","313","16.04"
"11","11197","314","16.04"
"11","11211","315","16.04"
"12","11264","312","11.04"
"12","11279","311","11.04"
"12","11292","309","12.04"
"12","11309","308","16.04"
"12","11323","308","22.04"
"12","11339","308","27.04"
"12","11352","310","30.04"
"12","11369","310","31.04"
"12","11382","310","32.04"
"12","11399","310","32.04"
"13","12259","316","14.04"
"13","12259","316","14.04"
"13","12260","315","13.04"
"13","12276","314","13.04"
"13","12290","312","13.04"
"13","12307","309","13.04"
"13","12320","305","15.04"
"13","12336","302","19.04"
"13","12351","300","23.04"
"13","12367","300","26.04"
"13","12389","302","28.04"
"13","12402","307","28.04"
"13","12419","314","27.04"
"13","12433","319","24.04"
"13","12449","320","21.04"
"13","12463","318","19.04"
"13","12479","315","17.04"
"13","12492","313","16.04"
"13","12509","313","16.04"
"13","12523","317","15.04"
"13","12539","322","14.04"
"13","12561","330","12.04"
"13","12576","334","12.04"
"13","12590","338","11.04"
"13","12607","339","10.04"
"13","12620","340","9.04"
"13","12636","339","7.0399999999999991"
"13","12651","335","6.0399999999999991"
"13","12667","332","5.0399999999999991"
"13","12680","330","5.0399999999999991"
"13","12697","330","6.0399999999999991"
"13","12711","330","11.04"
"13","12727","331","16.04"
"13","12749","334","22.04"
"13","12763","335","25.04"
"13","12779","335","28.04"
"13","12792","335","30.04"
"13","12808","334","31.04"
"13","12822","334","31.04"
"13","12831","334","30.04"
"14","13197","373","7.0399999999999991"
"14","13198","373","7.0399999999999991"
"14","13199","373","7.0399999999999991"
"14","13212","373","8.04"
"14","13229","373","12.04"
"14","13242","373","19.04"
"14","13258","372","24.04"
"14","13281","372","25.04"
"14","13311","373","20.04"
"14","13327","375","16.04"
"14","13341","376","16.04"
"14","13357","376","16.04"
"14","13371","378","16.04"
"14","13386","380","18.04"
"14","13401","384","20.04"
"14","13417","388","21.04"
"14","13431","392","21.04"
"14","13447","396","21.04"
"14","13469","401","17.04"
"14","13499","402","14.04"
"14","13513","399","13.04"
"14","13529","395","13.04"
"14","13543","391","14.04"
"14","13559","389","15.04"
"14","13573","389","18.04"
"14","13589","389","21.04"
"14","13602","391","24.04"
"14","13619","394","25.04"
"14","13632","395","25.04"
"14","13649","398","25.04"
"15","13732","402","16.04"
"15","13733","402","16.04"
"15","13747","402","16.04"
"15","13761","402","17.04"
"15","13777","402","21.04"
"15","13791","403","24.04"
"15","13806","405","25.04"
"15","13820","407","25.04"
"15","13836","411","24.04"
"15","13850","415","21.04"
"15","13866","417","20.04"
"15","13888","417","20.04"
"15","13902","417","20.04"
"15","13918","418","21.04"
"15","13932","421","23.04"
"15","13949","424","23.04"
"15","13963","425","23.04"
"15","13979","426","21.04"
"15","13993","426","18.04"
"16","17602","447","6.0399999999999991"
"16","17621","447","20.04"
"16","17623","447","24.04"
"16","17636","447","26.04"
"16","17653","447","26.04"
"17","17789","466","11.04"
"17","17789","466","11.04"
"17","17794","462","12.04"
"17","17808","461","14.04"
"17","17824","459","19.04"
"17","17838","459","24.04"
"17","17854","461","26.04"
"17","17868","465","26.04"
"17","17884","470","24.04"
"17","17899","473","20.04"
"17","17915","473","17.04"
"17","17937","470","16.04"
"17","17953","468","16.04"
"18","18038","473","16.04"
"18","18039","473","16.04"
"18","18042","473","16.04"
"18","18070","473","16.04"
"18","18072","473","19.04"
"18","18086","474","25.04"
"18","18102","476","29.04"
"18","18116","479","30.04"
"18","18132","481","29.04"
"18","18155","486","22.04"
"18","18169","488","17.04"
"18","18186","488","15.04"
"18","18199","488","15.04"
"18","18214","488","19.04"
"18","18229","487","24.04"
"18","18245","488","28.04"
"18","18258","492","29.04"
"18","18275","495","29.04"
"18","18289","499","27.04"
"18","18305","501","23.04"
"18","18327","502","19.04"
"18","18342","500","18.04"
"18","18359","499","17.04"
"19","19805","535","11.04"
"19","19821","535","11.04"
"19","19826","535","11.04"
"19","19842","535","12.04"
"19","19858","534","14.04"
"19","19873","533","16.04"
"20","19948","533","20.04"
"20","19963","530","22.04"
"20","19976","528","24.04"
"20","19993","528","27.04"
"20","20009","528","29.04"
"20","20029","528","31.04"
"20","20037","529","31.04"
"21","20305","556","22.04"
"21","20321","557","22.04"
"21","20323","547","20.04"
"21","20336","547","21.04"
"21","20352","547","23.04"
"21","20366","548","25.04"
"21","20382","550","27.04"
"21","20405","551","29.04"
"21","20418","551","31.04"
"21","20435","550","33.04"
"21","20448","549","34.04"
"21","20465","546","34.04"
"21","20479","542","32.04"
"21","20487","539","29.04"
"22","25040","573","7.0399999999999991"
"22","25040","571","7.0399999999999991"
"22","25042","584","8.04"
"23","25059","573","7.0399999999999991"
"24","25061","573","7.0399999999999991"
"24","25075","579","5.0399999999999991"
"24","25091","579","5.0399999999999991"
"24","25105","579","5.0399999999999991"
"24","25120","579","6.0399999999999991"
"24","25134","579","8.04"
"24","25150","579","12.04"
"24","25164","579","16.04"
"24","25180","579","19.04"
"24","25194","579","22.04"
"24","25211","579","24.04"
"24","25232","579","28.04"
"24","25248","579","29.04"
"24","25263","580","29.04"
"25","25383","599","22.04"
"25","25401","599","20.04"
"25","25420","597","17.04"
"25","25450","594","18.04"
"25","25464","591","21.04"
"25","25480","590","25.04"
"25","25494","590","27.04"
"25","25511","592","27.04"
"25","25524","596","27.04"
"25","25540","601","26.04"
"25","25555","604","24.04"
"25","25570","604","23.04"
"25","25601","604","23.04"
"25","25602","604","23.04"
"26","26069","633","13.04"
"26","26070","632","13.04"
"26","26072","642","16.04"
"26","26088","642","18.04"
"26","26102","639","20.04"
"26","26118","634","21.04"
"26","26132","629","22.04"
"26","26148","626","22.04"
"26","26171","625","21.04"
"26","26184","625","18.04"
"26","26200","625","16.04"
"26","26215","625","16.04"
"26","26230","625","17.04"
"26","26245","625","20.04"
"26","26261","626","25.04"
"26","26275","627","28.04"
"26","26291","628","30.04"
"26","26305","628","32.04"
"26","26320","628","33.04"
"26","26335","627","33.04"
"27","26461","643","14.04"
"27","26482","642","14.04"
"27","26492","642","15.04"
"27","26508","642","17.04"
"27","26530","643","24.04"
"27","26560","644","29.04"
"27","26574","644","29.04"
"27","26590","644","29.04"
"27","26604","645","29.04"
"27","26621","645","28.04"
"27","26634","646","26.04"
"27","26650","647","26.04"
"27","26664","648","25.04"
"27","26680","650","25.04"
"27","26702","655","24.04"
"27","26732","657","22.04"
"27","26741","657","21.04"
"27","26749","657","20.04"
"27","26765","657","18.04"
"27","26779","655","17.04"
"27","26792","653","17.04"
"27","26809","650","18.04"
"27","26823","648","20.04"
"27","26838","648","22.04"
"27","26852","648","24.04"
"27","26869","649","26.04"
"27","26883","652","27.04"
"27","26899","655","28.04"
"27","26921","657","28.04"
"27","26935","660","26.04"
"28","27118","666","16.04"
"28","27122","666","15.04"
"28","27138","666","14.04"
"28","27152","666","14.04"
"28","27168","666","18.04"
"28","27182","666","23.04"
"28","27198","666","27.04"
"28","27212","668","29.04"
"28","27228","671","30.04"
"28","27242","674","29.04"
"28","27258","677","26.04"
"28","27281","678","21.04"
"28","27288","678","21.04"
"28","27310","677","21.04"
"28","27325","677","21.04"
"28","27340","677","21.04"
"28","27354","677","20.04"
"28","27371","678","20.04"
"28","27384","680","19.04"
"28","27400","682","19.04"
"28","27415","683","17.04"
"28","27432","684","16.04"
"28","27444","684","16.04"
"28","27460","683","16.04"
"28","27482","681","16.04"
"28","27499","680","18.04"
"28","27513","679","20.04"
"28","27529","679","21.04"
"28","27542","679","22.04"
"28","27558","680","23.04"
"28","27572","681","23.04"
"28","27588","683","23.04"
"28","27595","685","23.04"
"29","28087","694","10.04"
"29","28088","693","10.04"
"29","28090","692","12.04"
"29","28104","692","15.04"
"29","28120","692","19.04"
"29","28134","692","22.04"
"29","28151","693","24.04"
"29","28164","694","24.04"
"29","28180","695","22.04"
"29","28203","698","16.04"
"29","28210","699","14.04"
"29","28233","699","14.04"
"29","28248","700","16.04"
"29","28262","700","18.04"
"29","28279","701","21.04"
"29","28292","701","22.04"
"29","28309","701","23.04"
"29","28315","701","24.04"
"30","28565","719","15.04"
"30","28566","719","15.04"
"30","28570","717","15.04"
"30","28592","714","15.04"
"30","28635","711","16.04"
"30","28638","709","19.04"
"30","28652","708","23.04"
"30","28668","708","26.04"
"30","28682","710","27.04"
"30","28698","714","26.04"
"30","28712","718","22.04"
"30","28728","720","17.04"
"30","28742","722","11.04"
"30","28758","722","7.0399999999999991"
"30","28772","722","3.0399999999999991"
"30","28788","722","3.0399999999999991"
"30","28811","722","5.0399999999999991"
"30","28824","722","9.04"
"30","28840","722","15.04"
"30","28854","723","21.04"
"30","28871","727","24.04"
"30","28885","732","27.04"
"30","28900","737","28.04"
"30","28915","741","28.04"
"30","28931","747","27.04"
"31","31666","42","61.04"
"31","31682","41","61.04"
"31","31691","41","61.04"
"32","49640","12","77.039999999999992"
"32","49641","11","77.039999999999992"
"32","49652","10","78.039999999999992"
"32","49666","11","78.039999999999992"
"32","49682","18","78.039999999999992"
"32","49696","30","77.039999999999992"
"32","49712","44","75.039999999999992"
"32","49726","56","73.039999999999992"
"32","49742","65","72.039999999999992"
"32","49772","73","72.039999999999992"
"32","49794","74","72.039999999999992"
"32","49809","76","72.039999999999992"
"33","50060","101","57.04"
"33","50070","96","57.04"
"33","50072","90","57.04"
"33","50086","88","58.04"
"33","50102","87","58.04"
"33","50116","87","59.04"
"33","50132","87","62.04"
"33","50154","90","67.039999999999992"
"33","50168","94","70.039999999999992"
"33","50176","95","71.039999999999992"
"33","50184","96","71.039999999999992"
"33","50198","96","72.039999999999992"
"33","50215","96","74.039999999999992"
"33","50228","94","75.039999999999992"
"33","50244","91","76.039999999999992"
"33","50258","88","77.039999999999992"
"33","50274","87","77.039999999999992"
"33","50281","87","77.039999999999992"
"34","50415","105","64.039999999999992"
"34","50430","105","64.039999999999992"
"34","50446","103","75.039999999999992"
"34","50462","103","76.039999999999992"
"34","50476","104","76.039999999999992"
"34","50507","107","72.039999999999992"
"34","50514","110","69.039999999999992"
"34","50528","111","68.039999999999992"
"34","50544","111","68.039999999999992"
"34","50558","111","70.039999999999992"
"34","50574","111","73.039999999999992"
"34","50588","112","74.039999999999992"
"34","50604","112","74.039999999999992"
"34","50618","112","74.039999999999992"
"34","50634","112","74.039999999999992"
"34","50643","114","75.039999999999992"
"35","50688","128","71.039999999999992"
"35","50717","129","68.039999999999992"
"35","50732","129","66.039999999999992"
"35","50746","129","66.039999999999992"
"35","50760","127","68.039999999999992"
"35","50776","126","70.039999999999992"
"35","50792","126","72.039999999999992"
"35","50806","126","73.039999999999992"
"35","50820","126","73.039999999999992"
"35","50836","128","73.039999999999992"
"35","50853","130","72.039999999999992"
"35","50874","131","70.039999999999992"
"35","50905","131","68.039999999999992"
"36","51340","147","49.04"
"36","51354","147","47.04"
"36","51368","147","46.04"
"36","51384","147","46.04"
"36","51398","147","48.04"
"36","51429","147","53.04"
"36","51436","149","61.04"
"36","51450","150","66.039999999999992"
"36","51466","151","70.039999999999992"
"36","51474","151","71.039999999999992"
"36","51482","151","72.039999999999992"
"36","51496","151","73.039999999999992"
"36","51513","152","73.039999999999992"
"36","51519","152","73.039999999999992"
"37","51632","164","58.04"
"37","51638","163","58.04"
"37","51654","163","59.04"
"37","51668","163","60.04"
"37","51684","163","60.04"
"37","51698","162","61.04"
"37","51714","160","63.04"
"37","51728","159","66.039999999999992"
"37","51744","158","68.039999999999992"
"37","51758","158","69.039999999999992"
"37","51774","158","69.039999999999992"
"37","51788","158","69.039999999999992"
"37","51804","159","69.039999999999992"
"37","51826","160","69.039999999999992"
"37","51840","161","69.039999999999992"
"37","51856","162","68.039999999999992"
"37","51870","164","67.039999999999992"
"37","51879","166","66.039999999999992"
"38","52134","169","53.04"
"38","52135","169","53.04"
"38","52148","168","58.04"
"38","52165","168","61.04"
"39","52229","172","64.039999999999992"
"39","52246","170","66.039999999999992"
"39","52262","170","68.039999999999992"
"39","52276","170","70.039999999999992"
"39","52290","170","72.039999999999992"
"39","52306","171","74.039999999999992"
"39","52315","171","74.039999999999992"
"40","52428","185","59.04"
"40","52448","184","59.04"
"40","52464","183","61.04"
"40","52478","183","63.04"
"40","52494","184","64.039999999999992"
"40","52508","186","65.039999999999992"
"40","52524","188","65.039999999999992"
"40","52543","190","65.039999999999992"
"40","52554","190","66.039999999999992"
"40","52576","190","68.039999999999992"
"40","52592","190","69.039999999999992"
"40","52607","190","69.039999999999992"
"41","52726","209","57.04"
"41","52748","207","56.04"
"41","52764","206","55.04"
"41","52778","205","54.04"
"41","52794","204","54.04"
"41","52808","204","54.04"
"41","52824","204","56.04"
"41","52838","204","59.04"
"41","52854","205","62.04"
"41","52868","207","64.039999999999992"
"41","52884","207","67.039999999999992"
"41","52898","207","70.039999999999992"
"41","52914","206","72.039999999999992"
"41","52921","205","73.039999999999992"
"41","52936","204","73.039999999999992"
"41","52967","204","69.039999999999992"
"41","52980","204","67.039999999999992"
"41","52996","205","67.039999999999992"
"41","53010","206","67.039999999999992"
"41","53026","208","66.039999999999992"
"41","53040","211","65.039999999999992"
"41","53049","213","64.039999999999992"
"42","53429","271","48.04"
"42","53430","270","47.04"
"42","53446","252","54.04"
"42","53468","250","62.04"
"42","53507","257","65.039999999999992"
"42","53514","262","64.039999999999992"
"42","53528","265","61.04"
"42","53544","267","60.04"
"42","53558","267","59.04"
"42","53574","267","59.04"
"42","53589","267","59.04"
"43","53648","279","48.04"
"43","53669","279","48.04"
"43","53686","279","50.04"
"43","53700","279","54.04"
"43","53716","279","59.04"
"43","53730","279","62.04"
"43","53746","279","62.04"
"43","53760","282","59.04"
"43","53776","287","55.04"
"43","53790","292","50.04"
"43","53806","295","50.04"
"43","53820","296","51.04"
"43","53836","297","54.04"
"43","53858","300","59.04"
"43","53888","301","61.04"
"43","53897","302","61.04"
"44","54945","343","68.039999999999992"
"44","54961","343","68.039999999999992"
"44","54976","374","69.039999999999992"
"44","55007","405","67.039999999999992"
"44","55014","420","65.039999999999992"
"44","55028","428","65.039999999999992"
"44","55044","430","65.039999999999992"
"44","55058","430","65.039999999999992"
"44","55074","430","65.039999999999992"
"44","55088","430","65.039999999999992"
"44","55104","430","65.039999999999992"
"44","55111","430","65.039999999999992"
"45","55476","433","53.04"
"45","55494","433","53.04"
"45","55508","436","54.04"
"45","55524","445","54.04"
"45","55546","459","54.04"
"45","55577","465","52.04"
"46","55638","452","45.04"
"46","55639","450","45.04"
"46","55650","448","47.04"
"46","55666","448","50.04"
"46","55680","448","53.04"
"46","55696","448","56.04"
"46","55718","449","61.04"
"46","55748","449","71.039999999999992"
"46","55756","448","73.039999999999992"
"46","55764","447","75.039999999999992"
"46","55778","446","77.039999999999992"
"46","55794","444","77.039999999999992"
"46","55808","439","77.039999999999992"
"46","55824","433","75.039999999999992"
"47","55937","461","44.04"
"47","55950","458","45.04"
"47","55966","456","49.04"
"47","55981","455","52.04"
"47","55989","455","53.04"
"48","56035","470","57.04"
"48","56056","470","60.04"
"48","56070","467","63.04"
"48","56086","465","66.039999999999992"
"48","56108","465","70.039999999999992"
"48","56124","467","71.039999999999992"
"48","56131","469","71.039999999999992"
"49","56179","482","65.039999999999992"
"49","56184","484","64.039999999999992"
"49","56198","486","63.04"
"49","56214","488","63.04"
"49","56228","488","61.04"
"49","56244","486","59.04"
"49","56258","480","59.04"
"49","56274","474","59.04"
"49","56288","471","61.04"
"49","56304","468","65.039999999999992"
"49","56326","468","71.039999999999992"
"49","56340","471","73.039999999999992"
"49","56356","474","74.039999999999992"
"49","56370","477","74.039999999999992"
"49","56386","480","74.039999999999992"
"49","56395","483","74.039999999999992"
"50","56761","508","45.04"
"50","56773","507","45.04"
"50","56776","507","52.04"
"50","56790","508","58.04"
"50","56806","510","65.039999999999992"
"50","56820","511","70.039999999999992"
"50","56836","512","73.039999999999992"
"50","56859","515","76.039999999999992"
"51","56977","534","55.04"
"51","56979","533","55.04"
"51","56994","530","55.04"
"51","57008","528","58.04"
"51","57024","525","65.039999999999992"
"51","57038","525","70.039999999999992"
"51","57054","526","72.039999999999992"
"51","57076","532","71.039999999999992"
"51","57090","537","66.039999999999992"
"51","57106","542","58.04"
"51","57120","544","51.04"
"51","57136","545","49.04"
"51","57150","545","49.04"
"51","57166","545","53.04"
"51","57180","545","59.04"
"51","57196","545","66.039999999999992"
"51","57210","547","70.039999999999992"
"51","57226","551","72.039999999999992"
"51","57240","557","72.039999999999992"
