"strokeNumber","time","x","y"
"9","33766","210","26.04"
"9","33775","209","25.04"
"10","34029","216","24.04"
"10","34030","215","24.04"
"10","34044","215","31.04"
"10","34058","216","32.04"
"10","34074","217","32.04"
"10","34096","220","29.04"
"10","34112","222","27.04"
"10","34126","223","27.04"
"10","34142","223","27.04"
"10","34156","223","28.04"
"10","34172","224","29.04"
"10","34186","225","30.04"
"10","34202","225","30.04"
"10","34217","225","30.04"
"11","34314","231","22.04"
"11","34328","231","22.04"
"11","34344","231","23.04"
"11","34358","231","26.04"
"11","34374","232","30.04"
"11","34390","232","33.04"
"11","34404","232","34.04"
"11","34418","233","35.04"
"11","34434","233","35.04"
"11","34456","233","33.04"
"11","34486","234","31.04"
"11","34502","235","30.04"
"11","34516","236","29.04"
"11","34532","237","29.04"
"11","34547","239","27.04"
"12","34795","248","9.04"
"12","34816","248","9.04"
"12","34860","248","14.04"
"12","34862","249","18.04"
"12","34876","250","22.04"
"12","34892","251","25.04"
"12","34906","251","29.04"
"12","34922","251","32.04"
"12","34929","252","34.04"
"12","34936","252","34.04"
"12","34952","252","35.04"
"12","34966","252","35.04"
"12","34982","252","34.04"
"12","34997","251","32.04"
"13","35139","256","15.04"
"13","35152","256","15.04"
"13","35154","256","16.04"
"13","35163","256","17.04"
"14","35246","260","25.04"
"14","35266","260","27.04"
"14","35282","259","30.04"
"14","35296","259","32.04"
"14","35313","259","32.04"
"15","35529","271","19.04"
"15","35530","272","19.04"
"15","35544","274","19.04"
"15","35558","276","18.04"
"15","35594","279","16.04"
"15","35596","281","14.04"
"15","35612","281","13.04"
"15","35626","281","11.04"
"15","35642","279","11.04"
"15","35656","277","11.04"
"15","35672","275","11.04"
"15","35686","274","11.04"
"15","35702","273","13.04"
"15","35716","273","16.04"
"15","35724","273","18.04"
"15","35732","273","19.04"
"15","35746","273","22.04"
"15","35762","273","25.04"
"15","35784","273","28.04"
"15","35800","272","29.04"
"15","35814","271","29.04"
"15","35828","271","29.04"
"16","35887","281","26.04"
"16","35904","283","25.04"
"16","35918","284","25.04"
"16","35934","285","24.04"
"16","35956","287","23.04"
"16","35987","287","19.04"
"16","36002","285","18.04"
"16","36016","282","18.04"
"16","36032","280","18.04"
"16","36046","279","21.04"
"16","36062","278","25.04"
"16","36076","278","29.04"
"16","36092","278","32.04"
"16","36106","281","33.04"
"16","36122","285","33.04"
"16","36136","290","31.04"
"16","36145","293","29.04"
"17","36624","312","12.04"
"17","36644","312","12.04"
"17","36654","313","16.04"
"17","36668","315","21.04"
"17","36684","317","25.04"
"17","36706","319","27.04"
"17","36722","319","27.04"
"17","36736","319","27.04"
"17","36752","319","27.04"
"17","36766","319","26.04"
"17","36782","319","25.04"
"17","36796","320","24.04"
"17","36812","321","24.04"
"17","36826","321","25.04"
"17","36842","323","26.04"
"17","36856","325","28.04"
"17","36872","327","28.04"
"17","36886","329","28.04"
"17","36902","330","27.04"
"17","36924","331","23.04"
"17","36938","331","20.04"
"17","36954","331","20.04"
"17","36969","331","20.04"
"18","37074","343","19.04"
"18","37075","342","19.04"
"18","37096","341","20.04"
"18","37112","344","20.04"
"18","37126","348","20.04"
"18","37142","351","19.04"
"18","37156","354","18.04"
"18","37172","354","18.04"
"18","37186","354","16.04"
"18","37202","354","15.04"
"18","37216","351","15.04"
"18","37232","348","14.04"
"18","37246","345","14.04"
"18","37262","343","15.04"
"18","37284","339","20.04"
"18","37298","338","23.04"
"18","37306","338","24.04"
"18","37314","338","25.04"
"18","37328","338","26.04"
"18","37344","339","26.04"
"18","37358","342","26.04"
"18","37374","347","25.04"
"19","37466","362","19.04"
"19","37486","362","18.04"
"19","37502","358","15.04"
"19","37516","356","15.04"
"19","37532","354","15.04"
"19","37558","352","18.04"
"19","37562","350","24.04"
"19","37576","350","28.04"
"19","37592","350","30.04"
"19","37606","351","30.04"
"19","37614","353","30.04"
"19","37622","355","29.04"
"19","37644","363","25.04"
"19","37674","367","23.04"
"19","37688","367","24.04"
"19","37704","367","25.04"
"19","37718","367","26.04"
"19","37734","367","25.04"
"19","37743","367","24.04"
"20","37860","368","0.039999999999999147"
"20","37862","368","1.0399999999999992"
"20","37876","370","4.0399999999999991"
"20","37892","371","9.04"
"20","37906","372","13.04"
"20","37922","373","19.04"
"20","37936","373","24.04"
"20","37952","373","28.04"
"20","37966","373","29.04"
"20","37975","374","29.04"
"21","38058","382","14.04"
"21","38078","383","14.04"
"21","38094","387","14.04"
"21","38108","393","14.04"
"21","38124","395","14.04"
"21","38138","395","14.04"
"21","38147","396","14.04"
"22","38215","391","6.0399999999999991"
"22","38236","391","7.0399999999999991"
"22","38252","391","9.04"
"22","38266","392","14.04"
"22","38282","393","20.04"
"22","38296","393","23.04"
"22","38312","393","25.04"
"22","38319","393","26.04"
"23","38423","397","5.0399999999999991"
"23","38433","397","5.0399999999999991"
"23","38438","397","5.0399999999999991"
"23","38454","397","8.04"
"23","38468","399","13.04"
"23","38484","399","21.04"
"23","38498","399","27.04"
"23","38514","399","30.04"
"23","38528","399","30.04"
"23","38544","399","29.04"
"23","38558","400","26.04"
"23","38574","403","23.04"
"23","38582","404","22.04"
"23","38596","407","22.04"
"23","38612","409","23.04"
"23","38626","412","25.04"
"23","38643","414","28.04"
"23","38656","414","28.04"
"23","38672","414","28.04"
"23","38679","414","27.04"
"24","38809","440","18.04"
"24","38828","442","18.04"
"24","38844","448","16.04"
"24","38858","455","16.04"
"24","38874","460","16.04"
"24","38888","463","16.04"
"24","38905","464","16.04"
"25","38980","459","8.04"
"25","39002","458","10.04"
"25","39016","458","14.04"
"25","39032","458","19.04"
"25","39046","457","24.04"
"25","39062","455","28.04"
"25","39076","455","32.04"
"26","39157","462","31.04"
"26","39168","463","30.04"
"26","39174","463","28.04"
"26","39188","463","29.04"
"26","39204","463","31.04"
"26","39218","464","32.04"
"26","39234","466","32.04"
"26","39248","469","31.04"
"26","39264","472","28.04"
"26","39278","473","27.04"
"26","39294","473","27.04"
"26","39308","471","27.04"
"26","39324","468","27.04"
"26","39339","464","28.04"
"27","39812","513","17.04"
"27","39813","514","17.04"
"27","39826","516","16.04"
"27","39842","516","16.04"
"27","39856","516","16.04"
"27","39872","513","16.04"
"27","39894","507","16.04"
"27","39924","503","17.04"
"27","39938","501","18.04"
"27","39954","501","20.04"
"27","39968","501","22.04"
"27","39976","501","23.04"
"27","39984","501","24.04"
"27","39998","503","27.04"
"27","40014","506","29.04"
"27","40028","508","30.04"
"27","40044","509","31.04"
"27","40066","510","34.04"
"27","40096","510","37.04"
"27","40112","509","37.04"
"27","40126","507","37.04"
"27","40142","503","37.04"
"27","40156","500","37.04"
"27","40172","498","36.04"
"27","40179","498","35.04"
"28","40293","522","27.04"
"28","40294","522","27.04"
"28","40298","530","27.04"
"28","40314","534","26.04"
"28","40328","536","24.04"
"28","40344","537","23.04"
"28","40358","534","22.04"
"28","40374","530","22.04"
"28","40388","525","22.04"
"28","40404","522","22.04"
"28","40418","520","25.04"
"28","40434","520","28.04"
"28","40456","520","32.04"
"28","40464","520","33.04"
"28","40486","521","33.04"
"28","40502","524","33.04"
"28","40516","529","33.04"
"28","40532","534","33.04"
"28","40546","538","32.04"
"28","40562","541","30.04"
"28","40576","545","29.04"
"28","40592","548","28.04"
"28","40606","550","27.04"
"28","40622","553","26.04"
"28","40644","555","24.04"
"28","40674","554","21.04"
"28","40688","552","21.04"
"28","40704","549","21.04"
"28","40718","546","24.04"
"28","40734","543","28.04"
"28","40748","543","31.04"
"28","40764","543","32.04"
"28","40778","546","33.04"
"28","40794","552","34.04"
"28","40808","557","35.04"
"28","40824","561","35.04"
"28","40846","565","31.04"
"28","40855","565","29.04"
"29","43060","576","12.04"
"29","43061","576","12.04"
"29","43061","592","9.04"
"30","43141","587","4.0399999999999991"
"30","43158","586","4.0399999999999991"
"30","43170","586","5.0399999999999991"
"30","43184","586","8.04"
"30","43200","586","13.04"
"30","43214","586","19.04"
"30","43230","586","23.04"
"30","43252","585","26.04"
"30","43268","584","27.04"
"30","43282","584","27.04"
"31","43420","596","7.0399999999999991"
"31","43433","597","6.0399999999999991"
"31","43440","598","5.0399999999999991"
"31","43454","598","6.0399999999999991"
"31","43470","599","8.04"
"31","43484","600","13.04"
"31","43500","600","19.04"
"31","43514","600","25.04"
"31","43530","599","30.04"
"31","43538","599","32.04"
"31","43546","599","32.04"
"31","43561","599","32.04"
"31","43574","599","28.04"
"31","43590","601","22.04"
"31","43620","605","17.04"
"31","43628","606","17.04"
"31","43642","606","17.04"
"31","43658","608","18.04"
"31","43672","611","20.04"
"31","43688","616","22.04"
"31","43702","622","23.04"
"31","43718","627","23.04"
"31","43732","628","21.04"
"31","43748","629","18.04"
"31","43762","629","16.04"
"31","43778","626","15.04"
"31","43800","621","14.04"
"31","43830","614","19.04"
"31","43844","612","23.04"
"31","43860","612","27.04"
"31","43874","614","29.04"
"31","43890","618","30.04"
"31","43904","622","30.04"
"31","43920","625","30.04"
"31","43934","628","27.04"
"31","43942","629","25.04"
"32","44308","640","15.04"
"32","44310","640","14.04"
"32","44324","640","14.04"
"32","44340","640","14.04"
"32","44375","642","16.04"
"32","44378","643","20.04"
"32","44392","645","24.04"
"32","44408","647","29.04"
"32","44422","649","32.04"
"32","44438","650","32.04"
"32","44452","652","32.04"
"32","44468","654","29.04"
"32","44482","656","24.04"
"32","44498","657","21.04"
"32","44512","657","21.04"
"32","44528","657","22.04"
"32","44550","657","26.04"
"32","44588","661","30.04"
"32","44594","662","30.04"
"32","44610","663","30.04"
"32","44624","664","29.04"
"32","44640","665","27.04"
"32","44654","665","25.04"
"32","44670","667","23.04"
"32","44685","670","22.04"
"32","44700","673","20.04"
"32","44714","674","19.04"
"32","44730","675","18.04"
"32","44752","676","18.04"
"32","44768","676","18.04"
"32","44782","676","18.04"
"32","44798","673","18.04"
"32","44812","670","21.04"
"32","44828","668","25.04"
"32","44842","668","28.04"
"32","44858","671","28.04"
"32","44872","677","26.04"
"32","44888","682","21.04"
"32","44918","684","17.04"
"32","44940","679","17.04"
"32","44948","678","17.04"
"33","45059","686","12.04"
"33","45060","686","12.04"
"33","45073","686","12.04"
"33","45090","687","16.04"
"33","45123","689","24.04"
"33","45128","690","26.04"
"33","45142","691","26.04"
"33","45158","692","24.04"
"33","45172","694","19.04"
"33","45180","696","16.04"
"33","45188","697","14.04"
"33","45203","699","13.04"
"33","45218","699","13.04"
"33","45232","699","16.04"
"33","45248","700","19.04"
"33","45262","700","22.04"
"33","45278","701","24.04"
"33","45300","701","24.04"
"33","45308","701","24.04"
"34","45371","710","20.04"
"34","45391","711","18.04"
"34","45404","711","17.04"
"34","45420","711","17.04"
"34","45434","710","17.04"
"34","45450","707","19.04"
"34","45472","703","27.04"
"34","45502","708","31.04"
"34","45518","713","28.04"
"34","45532","718","22.04"
"34","45548","721","16.04"
"34","45562","722","13.04"
"34","45578","722","12.04"
"34","45592","722","12.04"
"34","45608","722","12.04"
"34","45622","722","14.04"
"34","45638","721","17.04"
"34","45660","719","21.04"
"34","45690","718","23.04"
"34","45704","721","23.04"
"34","45720","726","23.04"
"34","45734","732","23.04"
"34","45750","737","23.04"
"34","45764","740","22.04"
"34","45780","741","21.04"
"34","45794","742","17.04"
"34","45810","741","14.04"
"34","45824","737","13.04"
"34","45840","733","13.04"
"34","45862","729","16.04"
"34","45878","729","20.04"
"34","45892","729","23.04"
"34","45908","731","24.04"
"34","45922","732","25.04"
"34","45938","732","25.04"
"34","45952","733","25.04"
"35","46012","742","14.04"
"35","46029","742","13.04"
"35","46050","742","16.04"
"35","46091","742","29.04"
"35","46094","742","33.04"
"35","46110","743","34.04"
"35","46124","743","33.04"
"35","46140","743","31.04"
"35","46154","744","27.04"
"35","46162","745","26.04"
"35","46170","745","25.04"
"35","46190","746","23.04"
"35","46200","747","22.04"
"35","46215","748","20.04"
"36","46262","756","17.04"
"36","46282","760","17.04"
"36","46298","766","17.04"
"36","46312","771","17.04"
"36","46328","774","15.04"
"36","46342","774","14.04"
"36","46358","773","12.04"
"36","46365","771","12.04"
"37","46389","762","11.04"
"37","46402","761","11.04"
"37","46418","760","11.04"
"37","46440","760","13.04"
"37","46470","764","21.04"
"37","46484","767","24.04"
"37","46500","767","27.04"
"37","46514","767","30.04"
"37","46530","763","32.04"
"37","46544","758","32.04"
"37","46561","756","32.04"
"38","46703","770","24.04"
"38","46724","770","24.04"
"38","46732","769","31.04"
"38","46748","774","30.04"
"38","46762","780","29.04"
"38","46778","784","28.04"
"38","46800","787","29.04"
"38","46814","789","32.04"
"38","46830","790","33.04"
"38","46844","790","33.04"
"38","46860","790","30.04"
"38","46869","789","28.04"
"39","46985","789","5.0399999999999991"
"39","46998","789","6.0399999999999991"
"39","47002","792","21.04"
"39","47018","794","29.04"
"39","47032","795","33.04"
"39","47048","795","35.04"
"39","47062","794","35.04"
"39","47071","793","34.04"
"40","47856","650","63.04"
"40","47871","650","63.04"
"40","47888","651","63.04"
"40","47918","651","67.039999999999992"
"40","47940","652","78.039999999999992"
"40","47954","653","81.039999999999992"
"40","47970","653","81.039999999999992"
"40","47984","653","79.039999999999992"
"40","48000","654","75.039999999999992"
"40","48014","656","70.039999999999992"
"40","48030","658","67.039999999999992"
"40","48044","660","66.039999999999992"
"40","48060","661","67.039999999999992"
"40","48074","662","72.039999999999992"
"40","48090","663","76.039999999999992"
"40","48112","665","79.039999999999992"
"40","48142","669","75.039999999999992"
"40","48158","673","72.039999999999992"
"40","48172","676","70.039999999999992"
"40","48188","677","70.039999999999992"
"40","48202","677","70.039999999999992"
"40","48218","677","72.039999999999992"
"40","48232","678","74.039999999999992"
"40","48248","678","74.039999999999992"
"40","48262","678","74.039999999999992"
"40","48279","678","73.039999999999992"
"41","48324","691","69.039999999999992"
"41","48330","692","68.039999999999992"
"41","48344","694","66.039999999999992"
"41","48360","694","64.039999999999992"
"41","48374","694","63.04"
"41","48390","694","63.04"
"41","48404","691","63.04"
"41","48420","687","66.039999999999992"
"41","48434","684","70.039999999999992"
"41","48450","684","74.039999999999992"
"41","48472","685","76.039999999999992"
"41","48502","694","72.039999999999992"
"41","48518","699","68.039999999999992"
"41","48532","701","67.039999999999992"
"41","48548","701","67.039999999999992"
"41","48562","702","69.039999999999992"
"41","48578","703","72.039999999999992"
"41","48592","704","74.039999999999992"
"41","48608","704","74.039999999999992"
"41","48622","704","74.039999999999992"
"41","48631","705","73.039999999999992"
"42","48691","716","60.04"
"42","48704","716","59.04"
"42","48720","716","59.04"
"42","48734","716","61.04"
"42","48750","716","65.039999999999992"
"42","48764","717","69.039999999999992"
"42","48780","718","72.039999999999992"
"42","48794","720","72.039999999999992"
"42","48810","723","70.039999999999992"
"42","48824","729","66.039999999999992"
"42","48832","733","64.039999999999992"
"42","48840","736","62.04"
"42","48862","740","61.04"
"42","48878","740","63.04"
"42","48892","741","67.039999999999992"
"42","48908","741","71.039999999999992"
"42","48922","742","74.039999999999992"
"42","48938","742","77.039999999999992"
"42","48952","742","78.039999999999992"
"42","48968","742","79.039999999999992"
